id,district,county,subcounty,location_id,code
456,kibuku,kibuku,buseta,729,Dagial2RTdKD
457,kibuku,kibuku,kabweri,730,R16ZvBc8OfMW
458,kibuku,kibuku,kadama,731,ymWKrtp48I0f
459,kibuku,kibuku,kagumu,732,7lL86hn9oI0t
460,kibuku,kibuku,kasasira,733,DISiKSp0u6ew
461,kibuku,kibuku,kibuku,734,YOLUyVRYQ4E9
462,kibuku,kibuku,kibuku town council,735,HGvLVDjdV7mf
463,kibuku,kibuku,kirika,736,b3iea0sXMPUE
464,kibuku,kibuku,tirinyi,737,FDShQNEpgXxI
465,kumi,kumi,atutur,807,5OEAhzN1zgGU
466,kumi,kumi,kanyum,808,MqJMqT1n7dFD
467,kumi,kumi,kumi,809,5mZoBUqXWzZI
468,kumi,kumi,kumi town council,810,C5MbGbh5QmHW
469,kumi,kumi,mukongoro,811,SB8ix9zDQG9B
470,kumi,kumi,nyero,812,r8hRjXjTrEkc
471,kumi,kumi,ongino,813,vxbCTMGcC0zS
472,kween,kween,benet,814,JCHSzEDNJDzt
473,kween,kween,binyiny,815,xgNxKFqOiKL2
474,kween,kween,binyiny town council,0,0
475,kween,kween,kaproron,816,6xuzRMUVQfAk
476,kween,kween,kaptoyoy,817,1PsbiYxnDq9J
477,kween,kween,kaptum,818,lu2OATC8ski8
478,kween,kween,kiriki,819,xXqozV9ORObG
479,kween,kween,kitawoi,820,kZfwKFGGVdxt
480,kween,kween,kwanyiy,821,pU7MqL5sPZOg
481,kween,kween,kwosir,822,jrUJr1ldakbB
482,kween,kween,moyok,823,6wkDWNnpraoj
483,kween,kween,ngenge,824,AlyC2XpqEp0p
484,luuka,luuka,bukanga,904,63EMMNm9dGfS
485,luuka,luuka,bukooma,905,83geAfI7Zngf
486,luuka,luuka,bulongo,906,urajFWgvpa28
487,luuka,luuka,ikumbya,907,4pmxlfZZRiEv
488,luuka,luuka,irongo,908,bSpyo2anjscC
489,luuka,luuka,luuka town council,909,dRE5hKMJlxvY
490,luuka,luuka,nawampiti,910,YfioC3CvB2aL
491,luuka,luuka,waibuga,911,mq0wBJhMtF6m
492,manafwa,bubulo,bubutu,986,AHjou3zXqKOA
493,manafwa,bubulo,bugobero,987,4CnWgbYrx6f1
494,manafwa,bubulo,bukhabusi,988,o7N3SyVnNdm1
495,manafwa,bubulo,bukhaweka,989,FWEWREUhC41L
496,manafwa,bubulo,bukhofu,990,mNUuaG583gTL
497,manafwa,bubulo,bukiabi,991,zoOOgEttuzk7
498,manafwa,bubulo,bukokho,992,lskIAVJhqo50
499,manafwa,bubulo,bukusu,997,Yeqr6e7Cuwi1
500,manafwa,bubulo,bumbo,993,dWz2Sg1JTIxQ
501,manafwa,bubulo,bumwoni,994,lMYCPHdtQtI2
502,manafwa,bubulo,bunabwana,995,6CMxSMRrpcUM
503,manafwa,bubulo,bupoto,996,tvZcET6QMNZp
504,manafwa,bubulo,busukuya,998,270p9up6HS3w
505,manafwa,bubulo,butiru,1015,pgxp2Y3fNMRz
506,manafwa,bubulo,butta,999,GdUzRrSWJ7Ub
507,manafwa,bubulo,buwabwala,1000,J1g35BVUtaJ6
508,manafwa,bubulo,buwagogo,1001,Gr94y3WcZ8AY
509,manafwa,bubulo,kaato,1002,xdLgkSSBA12V
510,manafwa,bubulo,khabutoola,1003,ycXdbcS4kWta
511,manafwa,bubulo,lwakhakha town council,1004,Tm9cicKQx1mI
512,manafwa,bubulo,magale,1005,4pHzPt4FcRyv
513,manafwa,bubulo,manafwa town council,1006,L6HGaTJTLbya
514,manafwa,bubulo,mukoto,1007,j8GVIHufyJQA
515,manafwa,bubulo,nalondo,1008,JmkhNUQD1ySm
516,manafwa, bubulo,namabya,1009,qPErTKGScNLh
517,manafwa,bubulo,namboko,1010,TqXiAJdFmQzx
518,manafwa,bubulo,sibanga,1011,NtjyKkxEsIuJ
519,manafwa,bubulo,sisuni,1012,KfUusyX0pBxD
520,manafwa,bubulo,tsekululu,1013,a2y50c4vxpLr
521,manafwa,bubulo,weswa,1014,2bJR0jySNoPv
522,mayuge,bunya,baitambogwe,1449,5YlXzdIrI2gO
523,mayuge,bunya,bukabooli,1450,l1JZmpMRSBmG
524,mayuge,bunya,bukatube,1451,sPL2dmc90c30
525,mayuge,bunya,busakira,1452,rQJ6rwvwmTT1
526,mayuge,bunya,buwaaya,1453,rREzAAOucrhd
527,mayuge,bunya,imanyiro,1454,k6ec7x2JwvfG
528,mayuge,bunya,jaguzi,1455,4LswpLpQxCcV
529,mayuge,bunya,kigandalo,1456,sZCiTba3LvQT
530,mayuge,bunya,kityerera,1457,ycyYW0i5INDt
531,mayuge,bunya,malongo,902,XHA91fWcwM7F
532,mayuge,bunya,mayuge town council,1459,Ke331V6CDyZ8
533,mayuge,bunya,mpungwe,1460,qOx2b4tEKaEe
534,mayuge,bunya,wairasa,1461,65HOvPfI6r70
535,mbale,bungokho,bubyangu,947,dIkO4XSB5EAd
536,mbale,bungokho,budwale,945,2ewvask2500U
537,mbale,bungokho,bufumbo,948,4DoUb88x5gIN
538,mbale,bungokho,bukasakya,949,SpZCED3yh8bH
539,mbale,bungokho,bukhiende,950,UA7n3IXVA86r
540,mbale,bungokho,bukonde,951,hMJdgtPBJlon
541,mbale,bungokho,bumasikye,952,YJPpkrLvRTYq
542,mbale,bungokho,bumbobi,946,oPTlFAnVwulb
543,mbale,bungokho,bungokho,953,MGdU8I6ox7XQ
544,mbale,bungokho,bungokho mutoto,954,JTi3MxLEyXhJ
545,mbale,bungokho,busano,955,4jPC9U5iYD0X
546,mbale,bungokho,busiu,956,c5kxrITBuNXA
547,mbale,bungokho,busoba,957,fweyxtMhDfJ1
548,mbale,bungokho,lukhonge,959,cPnrZjKXR6kb
549,mbale,bungokho,lwasso,960,gB8Q6QzQRgyj
550,mbale,bungokho,nakaloke,961,NEZAAunqKmaC
551,mbale,bungokho,nakaloke town council,962,5MrDnbRw3mfm
552,mbale,bungokho,namanyonyi,963,iduYOCnxaeVf
553,mbale,bungokho,nyondo,965,YB4nojbgao0V
554,mbale,bungokho,wanale,966,mJb4ogc3EiV5
555,mbale,mbale mc,industrial division,958,7rGGdh7q2G4P
556,mbale,mbale mc,northern division,457,cn6eO9TX3LGY
557,mbale,mbale mc,wanale division,967,nGjXWiKkGxL0
558,namayingo,bukooli,banda,1129,XgCEAEKtNdyU
559,namayingo,bukooli,bugana,0,0
560,namayingo,bukooli,buhemba,1130,mEbB7PYsDFZQ
561,namayingo,bukooli,buswale,1131,XMHgJK5rDY4q
562,namayingo,bukooli,buyinja,1132,7Yl0gn3lXQJx
563,namayingo,bukooli,lolwe,0,0
564,namayingo,bukooli,mutumba,1133,7frMUTUGsbrb
565,namayingo,bukooli,namayingo town council,1134,2uN7AnloYYTz
566,namayingo,bukooli,sigulu islands,1135,BBlvAns0eTTU
567,namutumba,busiki,bulange,1136,9N8HWWLlmtK3
568,namutumba,busiki,ivukula,1137,ApaBiyWTRZMw
569,namutumba,busiki,kibaale,1138,VDAULz5Fh0di
570,namutumba,busiki,magada,1139,EX8hCeoFUCBi
571,namutumba,busiki,namutumba,1140,J79AFHTHpcII
572,namutumba,busiki,namutumba town council,1141,90FvlXFYzPcr
573,namutumba,busiki,nsinze,1142,im11I2yqiiHS
574,ngora,ngora,kapir,1166,wylLgc7WRF7Y
575,ngora,ngora,kobwin,1167,Jsq3Oe9qOe8T
576,ngora,ngora,mukura,1168,j335xuVpkbof
577,ngora,ngora,ngora,1169,fZ5c4ZVlHxoQ
578,ngora,ngora,ngora town council,1170,Q4F0R65Ifpsy
579,pallisa,agule,agule,1237,nWB6lcIcIWmM
580,pallisa,agule,akisim,1238,3aOUC9q4YWzx
581,pallisa,agule,apopong,1239,4YBfwbapJ1hR
582,pallisa,agule,chelekura,1241,vAtCEsgX8wB9
583,pallisa,agule,gogonyo,0,0
584,pallisa,agule,kameke,1244,0ISxXmBLOiK7
585,pallisa,butebo,butebo,1240,3EleQFFqLvx6
586,pallisa,butebo,kabwangasi,1242,GqfUiks5Lr7C
587,pallisa,butebo,kakoro,1243,1oyq3nOiiUSO
588,pallisa,butebo,kanginima,1247,wgEU3jziq5WM
589,pallisa,butebo,kibale,1248,KPwo7FCcX7b9
590,pallisa,butebo,opwateta,1250,4Xlf0ax2p1Xr
591,pallisa,butebo,petete,1253,4OUllq1awlMX
592,pallisa,pallisa,kamuge,1245,4mmGuEu0wJWn
593,pallisa,pallisa,kasodo,1246,kdVpdc0H3voA
594,pallisa,pallisa,olok,1249,aTYdKlc970c6
595,pallisa,pallisa,pallisa,1251,Yk7526DAEqgM
596,pallisa,pallisa,pallisa town council,1252,aFpcsZ7xLIRz
597,pallisa,pallisa,puti-puti,1254,B3KO5cw0XFSU
598,serere,kasilo,bugondo,63090,JplalD8rENYd
599,serere,kasilo,kadungulu,63091,MiAdjjf6AWA1
600,serere,kasilo,kasilo town council,63092,h06WY4yWPksY
601,serere,kasilo,labori,63095,eS0LSoDBPbsO
602,serere,kasilo,pingire,63097,IWiJt1BnES9o
603,serere,serere,atiira,0,0
604,serere,serere,kateta,63093,I2NH8nOcOMgJ
605,serere,serere,kyere,63094,eypHOQfBwtsH
606,serere,serere,olio,63096,U7RJ6j2Z5Goc
607,serere,serere,serere town council,63098,JW3d7U62GjOs
608,sironko,budadiri,budadiri town council,1329,qEKXpbByCw7e
609,sironko,budadiri,bugitimwa,1330,nguPDc7FTNpO
610,sironko,budadiri,buhugu,1331,kE1uzBgUJuP5
611,sironko,budadiri,bukhulo,1332,2Mz5DrFyUGpT
612,sironko,budadiri,bukiise,1333,kJkyJv6LofIV
613,sironko,budadiri,bukiyi,1334,tC5cZTDM8C96
614,sironko,budadiri,bukyabo,1335,iAdfQareCScR
615,sironko,budadiri,bukyambi,1336,OOQBzTm1aTmw
616,sironko,budadiri,bumalimba,1337,h5GDFXXqXa4X
617,sironko,budadiri,bumasifwa,1338,1UOrzdWvFadL
618,sironko,budadiri,bunyafa,1339,Fi3iJSfBLrFo
619,sironko,budadiri,busulani,1340,BcK6LY0alRvt
620,sironko,budadiri,butandiga,1341,jTKW931zZj6p
621,sironko,budadiri,buteza,1342,MpBD2vG4cQYc
622,sironko,budadiri,buwalasi,1343,lgwPjk8ObH9W
623,sironko,budadiri,buwasa,1344,Os0nB5FgOdJi
624,sironko,budadiri,buyobo,1345,cAmYa0FyIMtW
625,sironko,budadiri,masaba,342,RrnKU0rYIGtf
626,sironko,budadiri,nalusala,1347,GH9P2jbuCC5j
627,sironko,budadiri,sironko town council,1348,Gelq70a1kMVX
628,sironko,budadiri,zesui,1349,1eo4NUkirWf2
629,soroti,soroti,arapai,1299,bqDnCyDHcD8S
630,soroti,soroti,asuret,1300,5WVKUZxsX7s5
631,soroti,soroti,gweri,1302,qgBgW1j7MgNK
632,soroti,soroti,kamuda,1303,mNSuYoEYUSzM
633,soroti,soroti,katine,1304,0mErGCMnsSFw
634,soroti,soroti,soroti,1306,dGgzn4kBSKP6
635,soroti,soroti,tubur,1307,mjE1THNhxHqM
636,soroti,soroti mc,eastern division,1301,sEzAxAyCU6em
637,soroti,soroti mc,northern division,1305,lhusoy8hglaD
638,soroti,soroti mc,western division,1308,TqpAJi85MHTy
639,tororo,tororo,kwapa,1354,g6k43YEkAOdj
640,tororo,tororo,malaba town council,1356,BXe3pvpHGAS8
641,tororo,tororo,mella,1357,bEreqCEKAaiw
642,tororo,tororo,merikit,1358,8urmdpYSOn9p
643,tororo,tororo,molo,1359,P6fHvEWZ8R8r
644,tororo,tororo,mukuju,1360,v6F1UhK1W0e5
645,tororo,tororo,osukuru,1365,nVibCDeuyeLn
646,tororo,tororo mc,eastern division,338,5vGJCn6ai8Kn
647,tororo,tororo mc,western division,347,15nH3tbcn0on
648,tororo,west budama,iyolwa,1351,tZOStAuRNez7
649,tororo,west budama,kirewa,1352,ijMkAtaFKsdd
650,tororo,west budama,kisoko,1353,obqeRchhomOs
651,tororo,west budama,magola,1355,FV8qsAnaPLlY
652,tororo,west budama,mulanda,1361,Fr4zNVSl0z7l
653,tororo,west budama,nabuyoga,1362,OLyHPGwHstSt
654,tororo,west budama,nagongera,1363,reat828QeEC1
655,tororo,west budama,nagongera town council,1364,4N387DlW3A3e
656,tororo,west budama,paya,1366,lVTlIHD1UztL
657,tororo,west budama,petta,1367,VNKQvBuzSLQe
658,tororo,west budama,rubongi,1368,ssPCVVcAZZh1
659,tororo,west budama,sop-sop,1369,usWvpWujGfj5
660,abim,labwor,abim,118,PHHGEmzHCUd0
661,abim,labwor,abim town council,119,hlcpIJzOttAk
662,abim,labwor,alerek,120,fgTasDTPmaiH
663,abim,labwor,lotukei,123,lDSgPYnS7WWD
664,abim,labwor,morulem,124,k79matIWOj44
665,adjumani,east moyo,adjumani town council,125,6TbN33WDPdHD
666,adjumani,east moyo,adropi,126,uNmRIcjUTjWm
667,adjumani,east moyo,arinyapi,127,tRaVz2eLNg9Z
668,adjumani,east moyo,ciforo,128,q6gOWofSKvEb
669,adjumani,east moyo,dzaipi,129,WOrUsyVPvCYe
670,adjumani,east moyo,itirikwa,130,3y3aOiV61mlj
671,adjumani,east moyo,ofua,131,g65sO2aHY5x0
672,adjumani,east moyo,okusijoni,132,8v06wFjefCOb
673,adjumani,east moyo,pacara,133,ubEKww7F97xw
674,adjumani,east moyo,pakele,134,vCJSIzQZ97tX
675,agago,agago,adilang,136,gd9r945TlYIr
676,agago,agago,agago town council,137,TgzmnnZtTq9D
677,agago,agago,arum,138,i4w4iN1L1TMK
678,agago,agago,kalongo town council,139,uRoxhY2lp56R
679,agago,agago,kotomol,140,B85Qb7DPwgts
680,agago,agago,lamiyo,141,EExaMi7wpW4C
681,agago,agago,lapono,142,UYARfBqbY3c0
682,agago,agago,lira palwo,143,a7jMaQ7Vb0Yo
683,agago,agago,lokole,144,NZN3ThmM7ro9
684,agago,agago,omiya pacwa,145,3I88TbI3oEyd
685,agago,agago,omot,146,WFarfO845OP2
686,agago,agago,paimol,147,uNYF4iFBT2ay
687,agago,agago,parabong,148,R8UyB4TpotoD
688,agago,agago,patongo,149,ABCPArIac7XV
689,agago,agago,patongo town council,150,OFpWhFXhWQhp
690,agago,agago,wol,151,VcIui411e1gQ
691,alebtong,moroto,abako,152,ZUFz1FgzeooE
692,alebtong,moroto,abia,153,apnLEdRL1rrP
693,alebtong,moroto,akura,154,5CABVSGplYiK
694,alebtong,moroto,alebtong town council,155,cJ43RLdzCu3S
695,alebtong,moroto,aloi,156,QayfOthAEKx5
696,alebtong,moroto,amugu,160,agHQfsHRKRsy
697,alebtong,moroto,apala,157,gu88jDRDLSiX
698,alebtong,moroto,awei,158,ckRwW6WDk5x1
699,alebtong,moroto,omoro,159,7UTEJOTdZT1F
700,amolatar,kioga,agikdak,161,hbrW6s1Qh1EZ
701,amolatar,kioga,agwingiri,162,loOJmq2aI1pL
702,amolatar,kioga,akwon,163,2K1GHDmzvHyA
703,amolatar,kioga,amolatar town council,164,womhCf39QPt2
704,amolatar,kioga,aputi,165,YgWQGFKVgiax
705,amolatar,kioga,arwotcek,166,QBA3WvoTsfKy
706,amolatar,kioga,awelo,167,zWXbrwE8wpHv
707,amolatar,kioga,etam,168,Ww4V3dOXm62y
708,amolatar,kioga,muntu,169,R6SGmqlg5gcO
709,amolatar,kioga,namasale,170,9Wf2n59uqNC1
710,amolatar,kioga,namasale town council,171,01LrCkD6WuQ1
711,amudat,pokot,amudat,172,WF5x7L7F9Dos
712,amudat,pokot,amudat town council,173,HqgNZcdvLJsf
713,amudat,pokot,karita,174,dvrUEpZBsKoY
714,amudat,pokot,loroo,175,ivLRiG65arEn
715,amudat,kilak,amuru,0,0
716,amudat,kilak,amuru town council,0,0
717,amudat,kilak,atiak,0,0
718,amudat,kilak,lamogi,0,0
719,amudat,kilak,pabo,0,0
720,apac,kwania,abongomola,197,WtZ40LLtpTjU
721,apac,kwania,aduku,198,kmTvme8qpwCe
722,apac,kwania,aduku town council,199,cLKneBbG93FO
723,apac,kwania,chawente,207,cSxP1ITqhYzl
724,apac,kwania,inomo,205,f5esdDwRH22f
725,apac,kwania,nambeiso,206,lnHKBtFT4jf7
726,apac,maruzi,akokoro,200,WCR3nQe9ILyq
727,apac,maruzi,apac,201,7oo1tUz12N0W
728,apac,maruzi,apac town council,202,qOawYvSp9vqd
729,apac,maruzi,chegere,203,BAhId8BsIG65
730,apac,maruzi,ibuje,204,K5arjkVYpnPN
731,arua,arua mc,arua hill,213,EVl9gMJrcHcQ
732,arua,arua mc,river oli,229,503rG7g0mPE7
733,arua,ayivu,adumi,208,hGZ7kEOpOsOU
734,arua,ayivu,aroi,212,ltaHdSRxlh43
735,arua,ayivu,ayivuni,214,XL53qKPaQCIw
736,arua,ayivu,dadamu,216,yYXkWAxRpiD2
737,arua, ayivu,manibe,218,ETUpriEtcErZ
738,arua,ayivu,oluko,223,O0hyymy42qZV
739,arua,ayivu,pajulu,236,qWtF2wfe5hT1
740,arua,madi-okollo,anyiribu,210,jjZCPeKGgDVT
741,arua,madi-okollo,offaka,220,oztTuPA4Ueqj
742,arua,madi-okollo,ogoko,221,HvF8ZplD7jkl
743,arua,madi-okollo,okollo,222,itQ74me6ldxQ
744,arua,madi-okollo,pawor,225,aCx6xGhtLN2l
745,arua,madi-okollo,rhino camp,226,h3NzSTFiz0EN
746,arua,madi-okollo,rigbo,228,MwpmAPet4Vr1
747,arua,madi-okollo,uleppi,231,GdyNAavLdaxq
748,arua,terego,aii-vu,209,5ffh4uZYWm7G
749,arua,terego,bileafe,215,04NzklsAmyHb
750,arua,terego,katrini,235,zMbC1BNKaVzj
751,arua,terego,omugo,224,gkZOKw0ME2ad
752,arua,terego,udupi,219,U8wVv9Lw5fkA
753,arua,terego,uriama,232,7IQsJio8RGpz
754,arua,vurra,ajia,234,0LQ5doUtUQyS
755,arua,vurra,arivu,211,GSS4QuW2XBPG
756,arua,vurra,logiri,0,0
757,arua,vurra,vurra,233,u9Z2po2k7hTt
758,dokolo,dokolo,adeknino,377,2bXyGAhFNAG9
759,dokolo,dokolo,adok,378,93tztfHEK6ny
760,dokolo,dokolo,agwata,379,4TDk1uOLv7ut
761,dokolo,dokolo,amwoma,380,a6Z4tI0t4Mxc
762,dokolo,dokolo,batta,381,tLIdrXMHFifb
763,dokolo,dokolo,dokolo,382,XynYNxnn874P
764,dokolo,dokolo,dokolo town council,383,9cR2u5hbY2CW
765,dokolo,dokolo,kangai,384,MN9VJngS1G4P
766,dokolo,dokolo,kwera,385,aQrVqx6NgUBL
767,dokolo,dokolo,okwalongwen,386,hVuAzjzk5z7o
768,dokolo,dokolo,okwongodul,387,vyIdBu1eMCGA
769,gulu,aswa,awach,394,nXstMI9LzONl
770,gulu,aswa,bungatira,397,75xOvQFArATY
771,gulu,aswa,paicho,0,0
772,gulu,aswa,palaro,405,QsxuywowJzCW
773,gulu,aswa,patiko,406,2D1ZTEOXDu9X
774,gulu,aswa,unyama,408,APdvRIokVoLH
775,gulu,gulu mc,bar dege division,395,TbMcPWOovgXN
776,gulu,gulu mc,laroo division,0,0
777,gulu,gulu mc,layibi division,0,0
778,gulu,gulu mc,pece division,407,Neb8n93bJBRe
779,gulu,omoro,bobi,0,0
780,gulu,omoro,koro,0,0
781,gulu,omoro,lakwana,0,0
782,gulu,omoro,lalogi,0,0
783,gulu,omoro,odek,0,0
784,gulu,omoro,ongako,0,0
785,kaabong,dodoth,kaabong east,546,9219AOctip15
786,kaabong,dodoth,kaabong town council,547,Q1ZvO0apOLkS
787,kaabong,dodoth,kaabong west,548,AQmmwebTpm3Q
788,kaabong,dodoth,kalapata,549,pniWaViLyrJs
789,kaabong,dodoth,kamion,550,t2k3JKL2Y7P7
790,kaabong,dodoth,kapedo,551,I3moh18leKuL
791,kaabong,dodoth,kathile,553,x9wHYSysFe5M
792,kaabong,dodoth,kawalakol,554,gzmBYrWBnvys
793,kaabong,dodoth,lobalangit,555,7XJyatSed7R8
794,kaabong,dodoth,lodiko,556,uTitA04KubsD
795,kaabong,dodoth,lolelia,557,txSxHkSBKVnJ
796,kaabong,dodoth,loyoro,558,1FjpNHKGHfSC
797,kaabong,dodoth,napore (karenga ),552,QJ41deO9kyTj
798,kaabong,dodoth,sidok,559,z2v5k2RVmriW
799,kitgum,chua,kitgum matidi,779,CJTliqDVlhvG
800,kitgum,chua,kitgum town council,778,omwU8zi2R449
801,kitgum,chua,labongo akwang,777,kGZhiuaucOws
802,kitgum,chua,labongo amida,780,3rtBuKSsZWFh
803,kitgum,chua,labongo layamo,781,gtPYTgytPkWK
804,kitgum,chua,lagoro,783,OUDtLVcyC5Qo
805,kitgum,chua,mucwini,784,D17Jg7hSnsrJ
806,kitgum,chua,namokora,785,yf4ilnAN50ep
807,kitgum,chua,omiya anyima,786,t4c1yHrxOCLK
808,kitgum,chua,orom,787,6Rabf5HdI9ml
809,koboko,koboko,abuku,788,znUxXbiMzwRj
810,koboko,koboko,dranya,789,LMEJJQJYfKUL
811,koboko,koboko,koboko town council,790,ADpcgosB5Bpj
812,koboko,koboko,kuluba,793,ScijaHaO3D4b
813,koboko,koboko,lobule,791,56XUFt9RK2SY
814,koboko,koboko,ludara,794,ZXSkllzX2RzE
815,koboko,koboko,midia,792,BWHcDwCHhRCX
816,kole,kole,aboke,795,z9oxDNNXZR2L
817,kole,kole,akalo,796,qTeI416fcY97
818,kole,kole,alito,797,2V9FnOKEFzFX
819,kole,kole,ayer,798,YCfDR3HO0WT5
820,kole,kole,bala,800,YI2U0NplGcY2
821,kole,kole,kole town council,0,0
822,kole,kole,okwerodot,0,0
823,kotido,jie,kacheri,801,RiQvEIUy5Dg0
824,kotido,jie,kotido,802,Ff0ckwmtkpVt
825,kotido,jie,kotido town council,803,pjKpRKxGZ9nR
826,kotido,jie,nakaperimoru,804,9EaMXpXBekEh
827,kotido,jie,panyangara,805,fndwF1r6anhW
828,kotido,jie,rengen,806,VWef3gckHMl6
829,lamwo,lamwo,agoro,859,1aT3RPNHBQZE
830,lamwo,lamwo,lamwo town council,860,KbTaSdP7EPR4
831,lamwo,lamwo,lokung,861,dE22TFx50Eq2
832,lamwo,lamwo,madi opei,862,IwFgvEcoKdPG
833,lamwo,lamwo,padibe west,865,RGYatfWSRtLv
834,lamwo,lamwo,padibe east,863,8zyDzq5KcRmT
835,lamwo,lamwo,padibe town council,864,kb5DjvWVcg0l
836,lamwo,lamwo,palabek kal,867,pVc3shfzQQy4
837,lamwo,lamwo,palabek-ogili,866,lam51uNJT1uk
838,lamwo,lamwo,palabek gem,868,ZfPa5nooxJST
839,lamwo,lamwo,paloga,0,0
840,lira,erute,adekokwok,870,rXhgc4kbBnde
841,lira,erute,agali,872,B0ov5cAnk4aM
842,lira,erute,agweng,873,0J1omaES5AHP
843,lira,erute,amach,874,PbMMImxymu9V
844,lira,erute,aromo,875,ggvXVVLITwhr
845,lira,erute,barr,876,PrqCCftLMvRf
846,lira,erute,lira,877,2IA0aot6sYZH
847,lira,erute,ngetta,879,XLxVmu2bYYvj
848,lira,erute,ogur,880,N1uRqcThe7Dj
849,lira,lira mc,adyel division,871,OiIcaUzifmwV
850,lira,lira mc,central division,878,rIJDv1fmOHLd
851,lira,lira mc,ojwina division,881,xN9Ua4W1f6xV
852,lira,lira mc,railway division,882,7lOYx7LVjB6q
853,maracha,maracha,kijomoro,918,ktbrXwd0AkLw
854,maracha,maracha,maracha  town council,919,kUEc7U8KqQj4
855,maracha,maracha,nyadri,920,EdQq3xJAicaP
856,maracha,maracha,oleba,921,kU1nReLxYb12
857,maracha,maracha,olufee,922,bw7rxRJvWoD3
858,maracha,maracha,oluvu,923,jJFqMmPZlXKz
859,maracha,maracha,tara,924,P19Q6RdkcVOY
860,maracha,maracha,yivu,925,qJTUbIVmCJCg
861,moroto,matheniko,katikekile,1040,HkpHWQjV1snM
862,moroto,matheniko,nadunget,1041,ygIEhw4cm0YV
863,moroto,matheniko,rupa,1043,wGhNqWPmBBgN
864,moroto,matheniko,tapac,1045,tIPbDupk4tpY
865,moroto,moroto mc,north division,1042,Sh1MjYPdOg9L
866,moroto,moroto mc,south division,532,bzOORWEuuXtO
867,moyo,obongi,aliba,1046,5kHuZo3qzdh7
868,moyo,obongi,gimara,1048,PhvutZnSQAjL
869,moyo,obongi,itula,1049,7384Snj2DT7T
870,moyo,west moyo,difule,1047,8JjMOTbUrZ3c
871,moyo,west moyo,laropi,1051,tEyNhoOrO1Gx
872,moyo,west moyo,lefori,1052,qgla31llEIoA
873,moyo,west moyo,metu,1053,C4S0u4yfJBTs
874,moyo,west moyo,moyo,1054,0DFSnFeJOxRH
875,moyo,west moyo,moyo town council,1055,PDRX2ivvr9hy
876,nakapiripirit,chekwii,kakomongole,1095,LSKVIjt8ysSp
877,nakapiripirit,chekwii,loregae,1097,hdc2lXaAvNjA
878,nakapiripirit,chekwii,moruita,1101,qZzBjOSBGrL8
879,nakapiripirit,chekwii,nakapiripirit town council,1100,LAPb6mVcRnxs
880,nakapiripirit,chekwii,namalu,1102,Ez457nJLfM8v
881,nakapiripirit,pian,lolachat,1096,83X6iaRNhuI3
882,nakapiripirit,pian,lorengedwat,1098,5CCY19dRyAcw
883,nakapiripirit,pian,nabilatuk,1099,XmSr0JOfdsnh
884,napak,bokora,iriiri,1144,XhMgPABbQsn9
885,napak,bokora,lokopo,1145,lY7kkAyrBr0A
886,napak,bokora,lopeei,1146,CwIcKQyigGDD
887,napak,bokora,lorengecora,1147,m62DspydjFYQ
888,napak,bokora,lotome,1148,8NkUrK8rJMyK
889,napak,bokora,matany,1143,SZaMJzipx3qf
890,napak,bokora,napak town council,0,0
891,napak,bokora,ngoleriet,1149,WZErEtl4BJYN
892,nebbi,jonam,alwi,1151,JElBRbCSguR9
893,nebbi,jonam,pakwach,1160,3n41Xq4U5OFq
894,nebbi,jonam,pakwach town council,1161,RTK5tLz9LIKF
895,nebbi,jonam,panyango,1162,wM5gEAk1hqx9
896,nebbi,jonam,panyimur,1165,KyIhOA65rGBJ
897,nebbi,jonam,wadelai,1164,ed9P0Lkzl1s1
898,nebbi,padyere,akworo,1150,VcM3tk9xnL0k
899,nebbi,padyere,atego,1152,dJblWEVVL2jq
900,nebbi,padyere,erussi,1153,aQ5pGDAdzc4X
901,nebbi,padyere,kucwiny,1154,ah1gUQMBOE4w
902,nebbi,padyere,ndhew,1156,ciFipuzvOGMV
903,nebbi,padyere,nebbi,1157,X1ntAbzIQDd0
904,nebbi,padyere,nebbi town council,1158,bbs4mxszOA81
905,nebbi,padyere,nyaravur,1159,VNDiTxpkbyFv
906,nebbi,padyere,parombo,1163,pSeHkk1IB1Pa
907,nwoya,nwoya,alero,1202,hCfnVhed5q4O
908,nwoya,nwoya,anaka (payira),1203,nIH1vIa5lIlb
909,nwoya,nwoya,anaka town council,1204,oYmtEsjCsKEK
910,nwoya,nwoya,koch-goma,1205,RGpmAMgXwLdr
911,nwoya,nwoya,purongo,1206,HwuGhSJADw7d
912,otuke,otuke,adwari,1207,noiBP5lmlQov
913,otuke,otuke,alango,0,0
914,otuke,otuke,ogor,1208,VgXnjt1ybXxW
915,otuke,otuke,ogwette,0,0
916,otuke,otuke,okwang,1209,BLugVQQmwPOC
917,otuke,otuke,olilm,1210,UulqE8GG93l2
918,otuke,otuke,orum,1211,NZb8aAbrSbEo
919,otuke,otuke,otuke town council,1212,Q18DeHMlWHYb
920,oyam,oyam,aber,1213,1inWwXzrWiZb
921,oyam,oyam,abok,1214,8VyloQTmoiB0
922,oyam,oyam,acaba,1215,g22cSTvjcC0z
923,oyam,oyam,aleka,1216,haHfqnMXBudB
924,oyam,oyam,iceme,1217,58XdcGst1dHE
925,oyam,oyam,kamdini,1218,wiPuLHIGuK3U
926,oyam,oyam,loro,1219,ZtSmpuVP2EXC
